"timestamp","sample_index","cycle_id","cycle_second","total_cycle_time_s","down_time_s","pressure_hold_time_s","rise_time_s","cycle_phase","cycle_type","relief_event","System.active_mode","Press.target_pressure_bar_g","Press.target_chamber","Fluid.temperature_c","Node.N_CYL_CAP.pressure_bar_g","Node.N_CYL_ROD.pressure_bar_g","Node.N_TANK_SUCTION.pressure_bar_g","Node.N_TANK_RETURN.pressure_bar_g","Node.N_TANK_RELIEF.pressure_bar_g","Cell.PUMP_01.is_running","Cell.PUMP_01.rpm","Cell.PUMP_01.rated_rpm","Cell.V_DIR_PA.opening_percent","Cell.V_DIR_PB.opening_percent","Cell.V_DIR_AT.opening_percent","Cell.V_DIR_BT.opening_percent","Cell.V_RELIEF.opening_percent","Cell.V_RELIEF.set_pressure_bar_g","field_data_note","fault_class","severity_level","onset_type","fault_severity"
"2027-01-04 08:00:12","13","1","12","16","8","2","6","upstroke","normal","no","upstroke","130.84","rod","40.104","12.381","133.011","0","0.048","0.0018","yes","1533","1800","0","74.028","74.527","0","0","250.77","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:13","14","1","13","16","8","2","6","upstroke","normal","no","upstroke","133.315","rod","40.024","11.938","132.021","0","0.0201","0.0007","yes","1582","1800","0","78.876","77.851","0","0","250.77","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:14","15","1","14","16","8","2","6","upstroke","normal","no","upstroke","134.582","rod","40.149","11.782","135.518","0","0.034","0.0001","yes","1613","1800","0","82.628","83.546","0","0","250.77","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:15","16","1","15","16","8","2","6","upstroke","normal","no","upstroke","137.275","rod","40.049","10.492","138.208","0","0.0115","0","yes","1651","1800","0","84.773","85.564","0","0","250.77","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:16","17","2","0","14","6","1","7","downstroke","normal","no","downstroke","177.937","cap","39.1","177.788","8.434","0","0.008","0.0001","yes","1634","1800","67.297","0","0","67.226","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:17","18","2","1","14","6","1","7","downstroke","normal","no","downstroke","184.431","cap","39.064","183.636","8.92","0","0.0176","0","yes","1666","1800","70.414","0","0","71.38","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:18","19","2","2","14","6","1","7","downstroke","normal","no","downstroke","187.308","cap","39.1","186.778","8.963","0","0.0401","0","yes","1709","1800","74.923","0","0","74.95","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:19","20","2","3","14","6","1","7","downstroke","normal","no","downstroke","193.918","cap","39.016","194.525","9.652","0","0.021","0.003","yes","1752","1800","77.329","0","0","77.905","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:20","21","2","4","14","6","1","7","downstroke","normal","no","downstroke","197.135","cap","39.121","197.413","9.545","0","0.0181","0.0074","yes","1793","1800","82.727","0","0","82.334","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:21","22","2","5","14","6","1","7","downstroke","normal","no","downstroke","203.972","cap","39.169","201.27","10.156","0","0.0015","0","yes","1829","1800","84.948","0","0","87.003","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:22","23","2","6","14","6","1","7","pressure_hold","normal","no","pressure_hold","231.49","cap","39.119","230.78","8.247","0","0.0459","0","yes","1100","1800","0","0","0","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:23","24","2","7","14","6","1","7","upstroke","normal","no","upstroke","128.492","rod","39.11","15.286","129.436","0","0.0125","0.005","yes","1430","1800","0","66.231","65.622","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:24","25","2","8","14","6","1","7","upstroke","normal","no","upstroke","131.633","rod","39.114","14.464","131.548","0","0","0","yes","1455","1800","0","68.619","70.917","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:25","26","2","9","14","6","1","7","upstroke","normal","no","upstroke","134.808","rod","39.086","13.346","134.698","0","0.0142","0","yes","1503","1800","0","71.381","72.516","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:26","27","2","10","14","6","1","7","upstroke","normal","no","upstroke","138.072","rod","39.206","14.245","137.08","0","0","0","yes","1536","1800","0","77.055","76.041","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:27","28","2","11","14","6","1","7","upstroke","normal","no","upstroke","139.752","rod","39.143","12.755","139.651","0","0.0183","0.0013","yes","1558","1800","0","79.023","78.806","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:28","29","2","12","14","6","1","7","upstroke","normal","no","upstroke","140.809","rod","39.175","10.777","141.841","0","0.0202","0","yes","1597","1800","0","83.142","82.826","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:29","30","2","13","14","6","1","7","upstroke","normal","no","upstroke","143.368","rod","39.193","11.556","142.446","0","0.0068","0.0051","yes","1639","1800","0","86.288","84.857","0","0","249.891","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:30","31","3","0","15","6","2","7","downstroke","normal","no","downstroke","174.956","cap","39.722","176.169","8.326","0","0.0252","0.0074","yes","1656","1800","66.154","0","0","66.789","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:31","32","3","1","15","6","2","7","downstroke","normal","no","downstroke","182.016","cap","39.698","182.082","8.39","0","0.0279","0","yes","1677","1800","71.282","0","0","69.469","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:32","33","3","2","15","6","2","7","downstroke","normal","no","downstroke","184.895","cap","39.711","185.881","7.997","0","0","0.0002","yes","1719","1800","73.431","0","0","74.504","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:33","34","3","3","15","6","2","7","downstroke","normal","no","downstroke","191.613","cap","39.793","192.452","8.137","0","0.02","0.0035","yes","1757","1800","78.661","0","0","79.91","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:34","35","3","4","15","6","2","7","downstroke","normal","no","downstroke","196.572","cap","39.756","196.823","9.926","0","0.0411","0.0061","yes","1823","1800","82.221","0","0","82.726","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:35","36","3","5","15","6","2","7","downstroke","normal","no","downstroke","200.364","cap","39.667","199.003","10.061","0","0.009","0","yes","1869","1800","84.765","0","0","85.624","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:36","37","3","6","15","6","2","7","pressure_hold","normal","no","pressure_hold","224.159","cap","39.729","223.874","8.292","0","0","0.0022","yes","1182","1800","0","0","0","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:37","38","3","7","15","6","2","7","pressure_hold","normal","no","pressure_hold","228.454","cap","39.757","228.526","8.146","0","0","0","yes","1110","1800","0","0","0","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:38","39","3","8","15","6","2","7","upstroke","normal","no","upstroke","128.198","rod","39.779","14.67","127.986","0","0.0163","0","yes","1451","1800","0","65.898","66.314","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:39","40","3","9","15","6","2","7","upstroke","normal","no","upstroke","131.282","rod","39.68","14.485","133.37","0","0","0.002","yes","1468","1800","0","68.926","70.996","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:40","41","3","10","15","6","2","7","upstroke","normal","no","upstroke","135.353","rod","39.701","14.246","134.401","0","0.0375","0","yes","1509","1800","0","72.335","71.493","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:41","42","3","11","15","6","2","7","upstroke","normal","no","upstroke","134.475","rod","39.718","12.881","134.326","0","0.0394","0","yes","1541","1800","0","75.664","76.286","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:42","43","3","12","15","6","2","7","upstroke","normal","no","upstroke","137.761","rod","39.72","12.609","136.28","0","0.0011","0","yes","1589","1800","0","80.457","78.972","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:43","44","3","13","15","6","2","7","upstroke","normal","no","upstroke","140.674","rod","39.649","11.982","141.688","0","0.025","0","yes","1636","1800","0","83.026","82.711","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:44","45","3","14","15","6","2","7","upstroke","normal","no","upstroke","141.29","rod","39.738","11.165","139.582","0","0.0202","0","yes","1670","1800","0","85.152","85.197","0","0","249.553","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:45","46","4","0","14","7","2","5","downstroke","normal","no","downstroke","172.74","cap","39.935","172.255","8.205","0","0.0187","0.0036","yes","1600","1800","66.63","0","0","64.231","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:46","47","4","1","14","7","2","5","downstroke","normal","no","downstroke","180.277","cap","39.844","178.942","8.662","0","0.001","0.0003","yes","1638","1800","71.108","0","0","69.461","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:47","48","4","2","14","7","2","5","downstroke","normal","no","downstroke","183.844","cap","39.889","185.098","8.597","0","0.0449","0.0033","yes","1673","1800","72.127","0","0","72.436","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:48","49","4","3","14","7","2","5","downstroke","normal","no","downstroke","188.638","cap","39.919","190.578","8.888","0","0.0142","0","yes","1698","1800","76.123","0","0","76.18","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:49","50","4","4","14","7","2","5","downstroke","normal","no","downstroke","192.426","cap","40.02","191.343","9.517","0","0","0.0039","yes","1748","1800","78.881","0","0","79.199","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:50","51","4","5","14","7","2","5","downstroke","normal","no","downstroke","199.431","cap","39.982","196.046","9.529","0","0.0284","0","yes","1790","1800","82.65","0","0","82.543","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:51","52","4","6","14","7","2","5","downstroke","normal","no","downstroke","202.959","cap","39.988","200.535","9.668","0","0.0227","0.0061","yes","1821","1800","85.31","0","0","86.307","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:52","53","4","7","14","7","2","5","pressure_hold","normal","no","pressure_hold","223.324","cap","39.973","225.192","8.229","0","0.0245","0.0026","yes","1133","1800","0","0","0","0","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:53","54","4","8","14","7","2","5","pressure_hold","normal","no","pressure_hold","228.372","cap","40.066","228.636","7.724","0","0.01","0","yes","1093","1800","0","0","0","0","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:54","55","4","9","14","7","2","5","upstroke","normal","no","upstroke","128.52","rod","39.968","14.065","126.608","0","0.0376","0.0003","yes","1422","1800","0","67.006","68.066","0","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:55","56","4","10","14","7","2","5","upstroke","normal","no","upstroke","132.163","rod","39.939","13.824","134.258","0","0.0017","0.0037","yes","1481","1800","0","73.232","72.858","0","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:56","57","4","11","14","7","2","5","upstroke","normal","no","upstroke","136.415","rod","39.931","13.333","138.327","0","0","0.01","yes","1530","1800","0","76.553","76.406","0","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:57","58","4","12","14","7","2","5","upstroke","normal","no","upstroke","137.794","rod","39.875","11.742","139.981","0","0","0.0023","yes","1576","1800","0","81.329","80.92","0","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:58","59","4","13","14","7","2","5","upstroke","normal","no","upstroke","140.725","rod","40.044","11.182","140.164","0","0","0.0028","yes","1618","1800","0","85.75","85.667","0","0","249.817","normal_operation","normal","none","normal","0"
"2027-01-04 08:00:59","60","5","0","16","8","1","7","downstroke","normal","no","downstroke","167.215","cap","41.357","165.653","7.533","0","0.0024","0","yes","1595","1800","65.741","0","0","65.828","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:00","61","5","1","16","8","1","7","downstroke","normal","no","downstroke","172.374","cap","41.416","172.262","8.356","0","0.0132","0.0076","yes","1622","1800","70.099","0","0","66.535","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:01","62","5","2","16","8","1","7","downstroke","normal","no","downstroke","173.262","cap","41.382","171.546","8.007","0","0.0099","0","yes","1647","1800","71.521","0","0","71.905","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:02","63","5","3","16","8","1","7","downstroke","normal","no","downstroke","177.519","cap","41.412","177.782","7.845","0","0.0276","0","yes","1681","1800","74.12","0","0","74.811","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:03","64","5","4","16","8","1","7","downstroke","normal","no","downstroke","181.757","cap","41.436","181.939","7.748","0","0.0067","0.0061","yes","1723","1800","76.39","0","0","76.8","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:04","65","5","5","16","8","1","7","downstroke","normal","no","downstroke","187.078","cap","41.414","189.441","9.092","0","0.0352","0.0037","yes","1740","1800","80.455","0","0","79.721","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:05","66","5","6","16","8","1","7","downstroke","normal","no","downstroke","191.839","cap","41.378","191.378","9.178","0","0","0.0019","yes","1774","1800","82.37","0","0","83.205","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:06","67","5","7","16","8","1","7","downstroke","normal","no","downstroke","193.607","cap","41.265","193.446","9.691","0","0.0215","0.0029","yes","1803","1800","86.484","0","0","84.585","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:07","68","5","8","16","8","1","7","pressure_hold","normal","no","pressure_hold","218.926","cap","41.451","218.09","7.67","0","0.0081","0.0001","yes","1077","1800","0","0","0","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:08","69","5","9","16","8","1","7","upstroke","normal","no","upstroke","123.129","rod","41.354","13.761","122.803","0","0.0041","0.0034","yes","1393","1800","0","66.32","66.958","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:09","70","5","10","16","8","1","7","upstroke","normal","no","upstroke","124.96","rod","41.396","14.168","125.613","0","0.0086","0.0031","yes","1431","1800","0","69.01","69.191","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:10","71","5","11","16","8","1","7","upstroke","normal","no","upstroke","127.944","rod","41.429","12.758","127.443","0","0","0.0116","yes","1487","1800","0","73.255","71.72","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:11","72","5","12","16","8","1","7","upstroke","normal","no","upstroke","130.206","rod","41.349","12.05","128.165","0","0.0165","0","yes","1515","1800","0","75.407","74.28","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:12","73","5","13","16","8","1","7","upstroke","normal","no","upstroke","130.069","rod","41.484","11.009","129.674","0","0.0412","0.0017","yes","1546","1800","0","79.108","79.547","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:13","74","5","14","16","8","1","7","upstroke","normal","no","upstroke","132.449","rod","41.384","11.462","133.9","0","0.0383","0.0033","yes","1571","1800","0","82.688","81.591","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:14","75","5","15","16","8","1","7","upstroke","normal","no","upstroke","137.214","rod","41.473","10.814","137.896","0","0.0188","0","yes","1627","1800","0","86.359","84.418","0","0","250.194","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:15","76","6","0","15","8","2","5","downstroke","normal","no","downstroke","172.799","cap","40.738","173.585","7.424","0","0","0","yes","1596","1800","66.582","0","0","66.638","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:16","77","6","1","15","8","2","5","downstroke","normal","no","downstroke","177.49","cap","40.718","176.066","8.317","0","0.0283","0.0027","yes","1642","1800","66.688","0","0","68.246","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:17","78","6","2","15","8","2","5","downstroke","normal","no","downstroke","182.329","cap","40.647","181.772","8.629","0","0.0039","0.0058","yes","1696","1800","73.502","0","0","72.211","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:18","79","6","3","15","8","2","5","downstroke","normal","no","downstroke","183.7","cap","40.745","183.097","8.933","0","0.0054","0","yes","1710","1800","75.132","0","0","73.626","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:19","80","6","4","15","8","2","5","downstroke","normal","no","downstroke","188.018","cap","40.706","187.825","8.989","0","0","0.002","yes","1754","1800","77.998","0","0","78.735","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:20","81","6","5","15","8","2","5","downstroke","normal","no","downstroke","192.673","cap","40.707","190.672","8.663","0","0.0338","0","yes","1765","1800","79.156","0","0","80.716","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:21","82","6","6","15","8","2","5","downstroke","normal","no","downstroke","197.056","cap","40.764","194.714","8.83","0","0","0","yes","1801","1800","84.769","0","0","83.558","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:22","83","6","7","15","8","2","5","downstroke","normal","no","downstroke","199.061","cap","40.793","200.922","10.465","0","0.0287","0.0003","yes","1848","1800","86.579","0","0","86.772","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:23","84","6","8","15","8","2","5","pressure_hold","normal","no","pressure_hold","221.807","cap","40.811","222.038","7.739","0","0","0","yes","1155","1800","0","0","0","0","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:24","85","6","9","15","8","2","5","pressure_hold","normal","no","pressure_hold","224.618","cap","40.779","224.853","8.337","0","0","0.0002","yes","1095","1800","0","0","0","0","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:25","86","6","10","15","8","2","5","upstroke","normal","no","upstroke","128.209","rod","40.754","13.907","128.388","0","0.0021","0.0072","yes","1449","1800","0","68.31","67.489","0","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:26","87","6","11","15","8","2","5","upstroke","normal","no","upstroke","130.689","rod","40.651","13.302","129.397","0","0.0314","0","yes","1488","1800","0","70.877","70.822","0","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:27","88","6","12","15","8","2","5","upstroke","normal","no","upstroke","134.644","rod","40.847","12.343","135.816","0","0.0304","0","yes","1537","1800","0","75.793","75.692","0","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:28","89","6","13","15","8","2","5","upstroke","normal","no","upstroke","137.304","rod","40.721","11.431","136.802","0","0.0387","0","yes","1580","1800","0","80.934","82.749","0","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:29","90","6","14","15","8","2","5","upstroke","normal","no","upstroke","141.193","rod","40.72","10.869","143.528","0","0.0323","0","yes","1630","1800","0","85.607","86.531","0","0","250.202","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:30","91","7","0","14","7","2","5","downstroke","normal","no","downstroke","173.712","cap","41.91","172.829","8.075","0","0.0561","0","yes","1629","1800","64.72","0","0","67.659","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:31","92","7","1","14","7","2","5","downstroke","normal","no","downstroke","177.075","cap","41.862","178.715","7.969","0","0.0122","0.0003","yes","1659","1800","68.832","0","0","68.94","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:32","93","7","2","14","7","2","5","downstroke","normal","no","downstroke","181.014","cap","41.917","178.721","8.563","0","0.0069","0.0054","yes","1709","1800","72.951","0","0","72.747","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:33","94","7","3","14","7","2","5","downstroke","normal","no","downstroke","186.795","cap","41.882","185.148","9.007","0","0.0287","0","yes","1733","1800","75.645","0","0","75.977","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:34","95","7","4","14","7","2","5","downstroke","normal","no","downstroke","189.62","cap","42.029","190.195","9.194","0","0.0219","0","yes","1776","1800","79.027","0","0","78.927","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:35","96","7","5","14","7","2","5","downstroke","normal","no","downstroke","192.731","cap","42.008","194.776","9.276","0","0.0146","0","yes","1810","1800","82.227","0","0","83.238","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:36","97","7","6","14","7","2","5","downstroke","normal","no","downstroke","200.152","cap","41.865","198.568","9.315","0","0","0","yes","1836","1800","85.523","0","0","86.519","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:37","98","7","7","14","7","2","5","pressure_hold","normal","no","pressure_hold","221.734","cap","42.015","222.299","8.177","0","0.018","0","yes","1164","1800","0","0","0","0","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:38","99","7","8","14","7","2","5","pressure_hold","normal","no","pressure_hold","226.731","cap","41.772","226.771","7.984","0","0.0296","0.0037","yes","1103","1800","0","0","0","0","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:39","100","7","9","14","7","2","5","upstroke","normal","no","upstroke","126.242","rod","41.921","13.862","126.001","0","0","0.0006","yes","1437","1800","0","67.054","67.351","0","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:40","101","7","10","14","7","2","5","upstroke","normal","no","upstroke","129.265","rod","41.917","13.129","129.234","0","0","0","yes","1496","1800","0","72.409","72.315","0","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:41","102","7","11","14","7","2","5","upstroke","normal","no","upstroke","135.066","rod","41.917","12.922","136.56","0","0.0255","0","yes","1539","1800","0","76.005","77.265","0","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:42","103","7","12","14","7","2","5","upstroke","normal","no","upstroke","136.701","rod","41.948","11.76","135.849","0","0.0119","0","yes","1581","1800","0","79.592","82.138","0","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:43","104","7","13","14","7","2","5","upstroke","normal","no","upstroke","138.685","rod","41.915","11.635","136.908","0","0","0.0058","yes","1639","1800","0","86.33","85.216","0","0","249.491","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:44","105","8","0","14","7","1","6","downstroke","normal","no","downstroke","172.857","cap","43.146","171.913","8.2","0","0.0222","0.0003","yes","1592","1800","66.209","0","0","65.317","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:45","106","8","1","14","7","1","6","downstroke","normal","no","downstroke","176.02","cap","43.076","176.95","8.523","0","0","0","yes","1626","1800","68.284","0","0","69.066","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:46","107","8","2","14","7","1","6","downstroke","normal","no","downstroke","177.912","cap","43.111","180.43","8.667","0","0.04","0.0088","yes","1646","1800","72.794","0","0","74.422","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:47","108","8","3","14","7","1","6","downstroke","normal","no","downstroke","186.264","cap","43.11","186.499","8.379","0","0.0452","0.0013","yes","1694","1800","74.753","0","0","76.398","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:48","109","8","4","14","7","1","6","downstroke","normal","no","downstroke","190.446","cap","43.059","188.83","9.394","0","0.0177","0.0021","yes","1732","1800","79.359","0","0","79.116","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:49","110","8","5","14","7","1","6","downstroke","normal","no","downstroke","193.599","cap","43.12","194.373","9.514","0","0.0076","0","yes","1764","1800","82.009","0","0","82.944","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:50","111","8","6","14","7","1","6","downstroke","normal","no","downstroke","200.102","cap","43.147","201.959","9.743","0","0.0198","0","yes","1806","1800","85.496","0","0","85.6","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:51","112","8","7","14","7","1","6","pressure_hold","normal","no","pressure_hold","224.169","cap","43.12","224.63","8.297","0","0.0228","0.0077","yes","1083","1800","0","0","0","0","0","250.294","normal_operation","normal","none","normal","0"
"2027-01-04 08:01:52","113","8","8","14","7","1","6","upstroke","normal","no","upstroke","126.429","rod","43.123","14.004","125.74","0","0","0","yes","1407","1800","0","66.796","66.796","0","0","250.294","normal_operation","normal","none","normal","0"
