"timestamp","sample_index","cycle_id","cycle_second","total_cycle_time_s","down_time_s","pressure_hold_time_s","rise_time_s","cycle_phase","cycle_type","relief_event","System.active_mode","Press.target_pressure_bar_g","Press.target_chamber","Fluid.temperature_c","Node.N_CYL_CAP.pressure_bar_g","Node.N_CYL_ROD.pressure_bar_g","Node.N_TANK_SUCTION.pressure_bar_g","Node.N_TANK_RETURN.pressure_bar_g","Node.N_TANK_RELIEF.pressure_bar_g","Cell.PUMP_01.is_running","Cell.PUMP_01.rpm","Cell.PUMP_01.rated_rpm","Cell.V_DIR_PA.opening_percent","Cell.V_DIR_PB.opening_percent","Cell.V_DIR_AT.opening_percent","Cell.V_DIR_BT.opening_percent","Cell.V_RELIEF.opening_percent","Cell.V_RELIEF.set_pressure_bar_g","field_data_note"
"2026-07-13 08:00:18","19","2","3","14","8","1","5","downstroke","normal","no","downstroke","185.393","cap","38.603","183.762","8.253","0","0.0188","0.0015","yes","1713","1800","74.751","0","0","74.413","0","250.245","normal_operation"
"2026-07-13 08:00:19","20","2","4","14","8","1","5","downstroke","normal","no","downstroke","189.197","cap","38.583","190.944","8.54","0","0.048","0","yes","1733","1800","75.415","0","0","77.321","0","250.245","normal_operation"
"2026-07-13 08:00:20","21","2","5","14","8","1","5","downstroke","normal","no","downstroke","189.596","cap","38.568","191.06","9.485","0","0.015","0.0054","yes","1776","1800","79.38","0","0","79.85","0","250.245","normal_operation"
"2026-07-13 08:00:21","22","2","6","14","8","1","5","downstroke","normal","no","downstroke","194.572","cap","38.573","194.14","9.889","0","0","0","yes","1796","1800","83.266","0","0","83.667","0","250.245","normal_operation"
"2026-07-13 08:00:22","23","2","7","14","8","1","5","downstroke","normal","no","downstroke","200.216","cap","38.45","201.674","10.196","0","0.0287","0.0056","yes","1829","1800","87.221","0","0","87.219","0","250.245","normal_operation"
"2026-07-13 08:00:23","24","2","8","14","8","1","5","pressure_hold","normal","no","pressure_hold","224.649","cap","38.492","223.279","8.017","0","0","0","yes","1107","1800","0","0","0","0","0","250.245","normal_operation"
"2026-07-13 08:00:24","25","2","9","14","8","1","5","upstroke","normal","no","upstroke","127.362","rod","38.55","14.421","126.19","0","0.0132","0","yes","1437","1800","0","66.848","67.639","0","0","250.245","normal_operation"
"2026-07-13 08:00:25","26","2","10","14","8","1","5","upstroke","normal","no","upstroke","131.718","rod","38.535","13.204","130.645","0","0.0182","0","yes","1494","1800","0","72.902","72.912","0","0","250.245","normal_operation"
"2026-07-13 08:00:26","27","2","11","14","8","1","5","upstroke","normal","no","upstroke","132.328","rod","38.498","12.597","132.731","0","0.0171","0.0014","yes","1537","1800","0","76.344","75.077","0","0","250.245","normal_operation"
"2026-07-13 08:00:27","28","2","12","14","8","1","5","upstroke","normal","no","upstroke","136.164","rod","38.607","11.949","136.509","0","0.0233","0.0021","yes","1594","1800","0","80.629","82.029","0","0","250.245","normal_operation"
"2026-07-13 08:00:28","29","2","13","14","8","1","5","upstroke","normal","no","upstroke","139.263","rod","38.575","11.196","139.023","0","0","0.0093","yes","1626","1800","0","87.156","86.446","0","0","250.245","normal_operation"
"2026-07-13 08:00:29","30","3","0","14","7","1","6","downstroke","relief_mixed","no","downstroke","171.988","cap","39.436","169.379","8.05","0","0.0435","0.0005","yes","1597","1800","66.81","0","0","67.394","0","249.774","normal_operation"
"2026-07-13 08:00:30","31","3","1","14","7","1","6","downstroke","relief_mixed","no","downstroke","174.994","cap","39.399","173.967","8.342","0","0","0","yes","1653","1800","69.852","0","0","70.329","0","249.774","normal_operation"
"2026-07-13 08:00:31","32","3","2","14","7","1","6","downstroke","relief_mixed","no","downstroke","182.526","cap","39.434","181.893","8.014","0","0.0404","0","yes","1678","1800","72.491","0","0","72.761","0","249.774","normal_operation"
"2026-07-13 08:00:32","33","3","3","14","7","1","6","downstroke","relief_mixed","no","downstroke","186.988","cap","39.387","187.124","8.99","0","0","0.0023","yes","1725","1800","76.154","0","0","77.092","0","249.774","normal_operation"
"2026-07-13 08:00:33","34","3","4","14","7","1","6","downstroke","relief_mixed","no","downstroke","190.894","cap","39.494","188.949","9.606","0","0.0006","0","yes","1764","1800","80.209","0","0","78.355","0","249.774","normal_operation"
"2026-07-13 08:00:34","35","3","5","14","7","1","6","downstroke","relief_mixed","yes","relief","251.628","cap","39.409","253.899","9.603","0","0.7449","0.9015","yes","1854","1800","17.969","0","0","18.472","28.056","249.774","late_downstroke_overpressure_relief"
"2026-07-13 08:00:35","36","3","6","14","7","1","6","downstroke","relief_mixed","yes","relief","256.638","cap","39.435","261.179","9.469","0","1.0988","1.4503","yes","1855","1800","16.215","0","0","18.694","51.76","249.774","late_downstroke_overpressure_relief"
"2026-07-13 08:00:36","37","3","7","14","7","1","6","pressure_hold","relief_mixed","no","pressure_hold","224.598","cap","39.464","224.439","8.002","0","0.0344","0","yes","1103","1800","0","0","0","0","0","249.774","normal_operation"
"2026-07-13 08:00:37","38","3","8","14","7","1","6","upstroke","relief_mixed","no","upstroke","125.289","rod","39.388","14.377","127.484","0","0.0216","0","yes","1421","1800","0","65.335","66.379","0","0","249.774","normal_operation"
"2026-07-13 08:00:38","39","3","9","14","7","1","6","upstroke","relief_mixed","no","upstroke","129.249","rod","39.452","13.284","130.086","0","0","0.0033","yes","1471","1800","0","71.468","71.613","0","0","249.774","normal_operation"
"2026-07-13 08:00:39","40","3","10","14","7","1","6","upstroke","relief_mixed","no","upstroke","131.855","rod","39.477","12.78","131.135","0","0.0011","0","yes","1518","1800","0","72.575","74.528","0","0","249.774","normal_operation"
"2026-07-13 08:00:40","41","3","11","14","7","1","6","upstroke","relief_mixed","no","upstroke","133.97","rod","39.447","12.336","132.955","0","0.018","0.0078","yes","1548","1800","0","77.363","78.779","0","0","249.774","normal_operation"
"2026-07-13 08:00:41","42","3","12","14","7","1","6","upstroke","relief_mixed","no","upstroke","136.293","rod","39.52","11.405","136.77","0","0.0493","0","yes","1593","1800","0","82.284","82.274","0","0","249.774","normal_operation"
"2026-07-13 08:00:42","43","3","13","14","7","1","6","upstroke","relief_mixed","no","upstroke","140.861","rod","39.492","11.547","140.974","0","0.0137","0","yes","1639","1800","0","86.087","85.76","0","0","249.774","normal_operation"
"2026-07-13 08:00:43","44","4","0","17","8","2","7","downstroke","normal","no","downstroke","171.108","cap","38.515","171.161","7.151","0","0.0423","0.0041","yes","1618","1800","65.378","0","0","65.796","0","249.261","normal_operation"
"2026-07-13 08:00:44","45","4","1","17","8","2","7","downstroke","normal","no","downstroke","175.258","cap","38.6","173.464","8.421","0","0.0291","0","yes","1643","1800","69.985","0","0","69.201","0","249.261","normal_operation"
"2026-07-13 08:00:45","46","4","2","17","8","2","7","downstroke","normal","no","downstroke","180.469","cap","38.546","181.198","8.414","0","0.0165","0.0079","yes","1674","1800","71.099","0","0","71.888","0","249.261","normal_operation"
"2026-07-13 08:00:46","47","4","3","17","8","2","7","downstroke","normal","no","downstroke","182.386","cap","38.602","182.131","8.604","0","0","0","yes","1685","1800","73.31","0","0","74.524","0","249.261","normal_operation"
"2026-07-13 08:00:47","48","4","4","17","8","2","7","downstroke","normal","no","downstroke","186.686","cap","38.549","186.685","8.921","0","0","0","yes","1727","1800","77.3","0","0","78.094","0","249.261","normal_operation"
"2026-07-13 08:00:48","49","4","5","17","8","2","7","downstroke","normal","no","downstroke","191.942","cap","38.546","189.987","9.429","0","0.0077","0.0022","yes","1782","1800","80.037","0","0","80.49","0","249.261","normal_operation"
"2026-07-13 08:00:49","50","4","6","17","8","2","7","downstroke","normal","no","downstroke","194.894","cap","38.554","193.534","9.839","0","0.0107","0","yes","1796","1800","81.469","0","0","83.632","0","249.261","normal_operation"
"2026-07-13 08:00:50","51","4","7","17","8","2","7","downstroke","normal","no","downstroke","197.739","cap","38.572","198.647","9.49","0","0","0","yes","1842","1800","85.617","0","0","86.304","0","249.261","normal_operation"
"2026-07-13 08:00:51","52","4","8","17","8","2","7","pressure_hold","normal","no","pressure_hold","221.917","cap","38.563","222.181","8.215","0","0.0022","0","yes","1155","1800","0","0","0","0","0","249.261","normal_operation"
"2026-07-13 08:00:52","53","4","9","17","8","2","7","pressure_hold","normal","no","pressure_hold","224.987","cap","38.511","224.252","8.291","0","0.0098","0","yes","1107","1800","0","0","0","0","0","249.261","normal_operation"
"2026-07-13 08:00:53","54","4","10","17","8","2","7","upstroke","normal","no","upstroke","125.576","rod","38.553","13.482","126.166","0","0.0335","0.0052","yes","1439","1800","0","65.441","66.093","0","0","249.261","normal_operation"
"2026-07-13 08:00:54","55","4","11","17","8","2","7","upstroke","normal","no","upstroke","128.36","rod","38.58","13.676","128.046","0","0.0072","0","yes","1433","1800","0","69.807","70.266","0","0","249.261","normal_operation"
"2026-07-13 08:00:55","56","4","12","17","8","2","7","upstroke","normal","no","upstroke","129.538","rod","38.522","13.799","130.029","0","0.0205","0","yes","1497","1800","0","73.235","72.25","0","0","249.261","normal_operation"
"2026-07-13 08:00:56","57","4","13","17","8","2","7","upstroke","normal","no","upstroke","132.721","rod","38.531","13.032","131.262","0","0.007","0","yes","1515","1800","0","75.735","76.67","0","0","249.261","normal_operation"
"2026-07-13 08:00:57","58","4","14","17","8","2","7","upstroke","normal","no","upstroke","136.412","rod","38.578","12.433","135.678","0","0.0213","0","yes","1551","1800","0","80.046","78.447","0","0","249.261","normal_operation"
"2026-07-13 08:00:58","59","4","15","17","8","2","7","upstroke","normal","no","upstroke","137.027","rod","38.56","11.8","135.07","0","0.003","0.0112","yes","1591","1800","0","81.574","82.157","0","0","249.261","normal_operation"
"2026-07-13 08:00:59","60","4","16","17","8","2","7","upstroke","normal","no","upstroke","137.987","rod","38.569","11.245","138.335","0","0.0367","0.0057","yes","1635","1800","0","86.076","84.564","0","0","249.261","normal_operation"
"2026-07-13 08:01:00","61","5","0","15","8","1","6","downstroke","normal","no","downstroke","171.065","cap","38.552","169.201","8.327","0","0.0251","0.0034","yes","1603","1800","64.513","0","0","65.449","0","250.305","normal_operation"
"2026-07-13 08:01:01","62","5","1","15","8","1","6","downstroke","normal","no","downstroke","177.154","cap","38.539","174.997","8.376","0","0.0186","0.0024","yes","1638","1800","69.84","0","0","65.988","0","250.305","normal_operation"
"2026-07-13 08:01:02","63","5","2","15","8","1","6","downstroke","normal","no","downstroke","181.68","cap","38.589","180.984","7.784","0","0.0422","0.0017","yes","1674","1800","71.659","0","0","70.628","0","250.305","normal_operation"
"2026-07-13 08:01:03","64","5","3","15","8","1","6","downstroke","normal","no","downstroke","183.015","cap","38.592","184.48","8.532","0","0","0","yes","1708","1800","73.619","0","0","74.346","0","250.305","normal_operation"
"2026-07-13 08:01:04","65","5","4","15","8","1","6","downstroke","normal","no","downstroke","186.593","cap","38.581","186.814","8.604","0","0.0197","0.0113","yes","1744","1800","76.975","0","0","78.472","0","250.305","normal_operation"
"2026-07-13 08:01:05","66","5","5","15","8","1","6","downstroke","normal","no","downstroke","191.069","cap","38.568","192.023","9.287","0","0.0291","0.009","yes","1764","1800","80.312","0","0","79.175","0","250.305","normal_operation"
"2026-07-13 08:01:06","67","5","6","15","8","1","6","downstroke","normal","no","downstroke","195.352","cap","38.604","194.019","9.659","0","0","0.0004","yes","1788","1800","82.917","0","0","83.968","0","250.305","normal_operation"
"2026-07-13 08:01:07","68","5","7","15","8","1","6","downstroke","normal","no","downstroke","200.727","cap","38.462","200.635","9.268","0","0.0176","0.0033","yes","1819","1800","84.756","0","0","87.353","0","250.305","normal_operation"
"2026-07-13 08:01:08","69","5","8","15","8","1","6","pressure_hold","normal","no","pressure_hold","224.548","cap","38.675","222.839","8.096","0","0.0315","0.0041","yes","1088","1800","0","0","0","0","0","250.305","normal_operation"
"2026-07-13 08:01:09","70","5","9","15","8","1","6","upstroke","normal","no","upstroke","125.826","rod","38.563","14.689","127.648","0","0","0.0015","yes","1426","1800","0","66.88","66.677","0","0","250.305","normal_operation"
"2026-07-13 08:01:10","71","5","10","15","8","1","6","upstroke","normal","no","upstroke","128.881","rod","38.696","12.747","130.616","0","0","0.0006","yes","1462","1800","0","71.441","70.598","0","0","250.305","normal_operation"
"2026-07-13 08:01:11","72","5","11","15","8","1","6","upstroke","normal","no","upstroke","131.094","rod","38.665","12.569","132.11","0","0.0121","0.0051","yes","1502","1800","0","73.823","75.287","0","0","250.305","normal_operation"
"2026-07-13 08:01:12","73","5","12","15","8","1","6","upstroke","normal","no","upstroke","133.61","rod","38.599","11.891","133.624","0","0.041","0.0089","yes","1559","1800","0","78.924","79.98","0","0","250.305","normal_operation"
"2026-07-13 08:01:13","74","5","13","15","8","1","6","upstroke","normal","no","upstroke","136.594","rod","38.667","11.655","135.37","0","0.016","0","yes","1587","1800","0","83.146","81.574","0","0","250.305","normal_operation"
"2026-07-13 08:01:14","75","5","14","15","8","1","6","upstroke","normal","no","upstroke","139.685","rod","38.597","10.356","141.009","0","0.008","0","yes","1638","1800","0","87.611","86.45","0","0","250.305","normal_operation"
"2026-07-13 08:01:15","76","6","0","14","7","1","6","downstroke","relief_mixed","no","downstroke","172.98","cap","39.514","171.541","7.567","0","0","0","yes","1622","1800","67.945","0","0","65.549","0","249.711","normal_operation"
"2026-07-13 08:01:16","77","6","1","14","7","1","6","downstroke","relief_mixed","no","downstroke","176.115","cap","39.557","176.217","8.416","0","0","0.0011","yes","1636","1800","71.103","0","0","69.594","0","249.711","normal_operation"
"2026-07-13 08:01:17","78","6","2","14","7","1","6","downstroke","relief_mixed","no","downstroke","180.707","cap","39.391","181.552","8.398","0","0","0","yes","1693","1800","74.367","0","0","74.238","0","249.711","normal_operation"
"2026-07-13 08:01:18","79","6","3","14","7","1","6","downstroke","relief_mixed","no","downstroke","186.212","cap","39.436","186.569","8.738","0","0.0124","0","yes","1727","1800","76.314","0","0","76.471","0","249.711","normal_operation"
"2026-07-13 08:01:19","80","6","4","14","7","1","6","downstroke","relief_mixed","no","downstroke","192.149","cap","39.563","190.97","8.381","0","0.0394","0.0082","yes","1760","1800","79.853","0","0","79.5","0","249.711","normal_operation"
"2026-07-13 08:01:20","81","6","5","14","7","1","6","downstroke","relief_mixed","no","downstroke","193.818","cap","39.503","194.285","9.723","0","0.0168","0","yes","1797","1800","81.81","0","0","83.222","0","249.711","normal_operation"
"2026-07-13 08:01:21","82","6","6","14","7","1","6","downstroke","relief_mixed","no","downstroke","199.199","cap","39.557","197.326","8.994","0","0","0","yes","1826","1800","86.207","0","0","86.006","0","249.711","normal_operation"
"2026-07-13 08:01:22","83","6","7","14","7","1","6","pressure_hold","relief_mixed","yes","relief","257.869","cap","39.565","258.057","8.045","0","1.2455","1.6295","yes","1244","1800","0","0","0","0","59.038","249.711","pressure_hold_overpressure_relief"
"2026-07-13 08:01:23","84","6","8","14","7","1","6","upstroke","relief_mixed","no","upstroke","126.229","rod","39.479","14.205","126.63","0","0","0.0072","yes","1410","1800","0","67.219","65.061","0","0","249.711","normal_operation"
"2026-07-13 08:01:24","85","6","9","14","7","1","6","upstroke","relief_mixed","no","upstroke","129.997","rod","39.506","13.8","130.328","0","0.0083","0.0013","yes","1467","1800","0","70.219","70.338","0","0","249.711","normal_operation"
"2026-07-13 08:01:25","86","6","10","14","7","1","6","upstroke","relief_mixed","no","upstroke","131.703","rod","39.498","13.255","132.698","0","0.0254","0","yes","1508","1800","0","76.06","73.568","0","0","249.711","normal_operation"
"2026-07-13 08:01:26","87","6","11","14","7","1","6","upstroke","relief_mixed","no","upstroke","135.216","rod","39.485","12.547","136.429","0","0.0498","0","yes","1546","1800","0","77.895","78.639","0","0","249.711","normal_operation"
"2026-07-13 08:01:27","88","6","12","14","7","1","6","upstroke","relief_mixed","no","upstroke","136.429","rod","39.484","12.592","137.641","0","0.013","0.002","yes","1593","1800","0","82.587","81.026","0","0","249.711","normal_operation"
"2026-07-13 08:01:28","89","6","13","14","7","1","6","upstroke","relief_mixed","no","upstroke","139.088","rod","39.413","11.097","138.317","0","0.0347","0.0031","yes","1640","1800","0","86.821","86.546","0","0","249.711","normal_operation"
"2026-07-13 08:01:29","90","7","0","15","7","2","6","downstroke","normal","no","downstroke","171.813","cap","38.682","172.818","7.741","0","0.001","0.0058","yes","1622","1800","66.304","0","0","66.649","0","250.335","normal_operation"
"2026-07-13 08:01:30","91","7","1","15","7","2","6","downstroke","normal","no","downstroke","176.385","cap","38.644","176.718","8.121","0","0.0036","0","yes","1650","1800","69.15","0","0","68.996","0","250.335","normal_operation"
"2026-07-13 08:01:31","92","7","2","15","7","2","6","downstroke","normal","no","downstroke","182.228","cap","38.542","180.347","7.188","0","0.0114","0.0014","yes","1683","1800","72.551","0","0","74.215","0","250.335","normal_operation"
"2026-07-13 08:01:32","93","7","3","15","7","2","6","downstroke","normal","no","downstroke","184.319","cap","38.583","183.579","9.039","0","0.0199","0.002","yes","1728","1800","74.802","0","0","76.693","0","250.335","normal_operation"
"2026-07-13 08:01:33","94","7","4","15","7","2","6","downstroke","normal","no","downstroke","190.976","cap","38.668","189.764","8.694","0","0.0187","0","yes","1761","1800","79.064","0","0","79.576","0","250.335","normal_operation"
"2026-07-13 08:01:34","95","7","5","15","7","2","6","downstroke","normal","no","downstroke","194.847","cap","38.559","195.933","9.307","0","0","0","yes","1799","1800","82.545","0","0","82.908","0","250.335","normal_operation"
"2026-07-13 08:01:35","96","7","6","15","7","2","6","downstroke","normal","no","downstroke","199.212","cap","38.632","200.103","9.964","0","0.0317","0.0096","yes","1811","1800","85.899","0","0","85.23","0","250.335","normal_operation"
"2026-07-13 08:01:36","97","7","7","15","7","2","6","pressure_hold","normal","no","pressure_hold","222.295","cap","38.606","223.04","7.507","0","0","0.0015","yes","1149","1800","0","0","0","0","0","250.335","normal_operation"
"2026-07-13 08:01:37","98","7","8","15","7","2","6","pressure_hold","normal","no","pressure_hold","225.515","cap","38.558","224.909","8.275","0","0","0","yes","1106","1800","0","0","0","0","0","250.335","normal_operation"
"2026-07-13 08:01:38","99","7","9","15","7","2","6","upstroke","normal","no","upstroke","127.799","rod","38.646","14.07","128.019","0","0.0547","0","yes","1437","1800","0","66.464","67.199","0","0","250.335","normal_operation"
"2026-07-13 08:01:39","100","7","10","15","7","2","6","upstroke","normal","no","upstroke","129.678","rod","38.67","14.043","131.105","0","0","0","yes","1470","1800","0","70.061","71.05","0","0","250.335","normal_operation"
"2026-07-13 08:01:40","101","7","11","15","7","2","6","upstroke","normal","no","upstroke","131.569","rod","38.638","12.93","131.885","0","0.0159","0.0068","yes","1510","1800","0","75.081","75.466","0","0","250.335","normal_operation"
"2026-07-13 08:01:41","102","7","12","15","7","2","6","upstroke","normal","no","upstroke","134.583","rod","38.678","12.331","134.757","0","0.0079","0.0114","yes","1564","1800","0","77.378","78.165","0","0","250.335","normal_operation"
"2026-07-13 08:01:42","103","7","13","15","7","2","6","upstroke","normal","no","upstroke","137.564","rod","38.576","11.681","138.361","0","0.0292","0.0024","yes","1588","1800","0","82.437","82.122","0","0","250.335","normal_operation"
"2026-07-13 08:01:43","104","7","14","15","7","2","6","upstroke","normal","no","upstroke","139.836","rod","38.761","11.275","140.315","0","0","0","yes","1639","1800","0","84.838","85.953","0","0","250.335","normal_operation"
"2026-07-13 08:01:44","105","8","0","14","6","1","7","downstroke","normal","no","downstroke","174.079","cap","38.651","175.305","7.63","0","0.0338","0","yes","1625","1800","67.546","0","0","67.02","0","249.776","normal_operation"
"2026-07-13 08:01:45","106","8","1","14","6","1","7","downstroke","normal","no","downstroke","177.958","cap","38.616","176.737","7.86","0","0.0091","0.0036","yes","1671","1800","71.203","0","0","71.357","0","249.776","normal_operation"
"2026-07-13 08:01:46","107","8","2","14","6","1","7","downstroke","normal","no","downstroke","182.074","cap","38.618","179.253","8.845","0","0.0427","0","yes","1713","1800","74.825","0","0","73.589","0","249.776","normal_operation"
"2026-07-13 08:01:47","108","8","3","14","6","1","7","downstroke","normal","no","downstroke","190.073","cap","38.603","190.631","9.069","0","0","0.0016","yes","1745","1800","77.381","0","0","79.984","0","249.776","normal_operation"
"2026-07-13 08:01:48","109","8","4","14","6","1","7","downstroke","normal","no","downstroke","193.169","cap","38.673","191.411","9.493","0","0.0134","0","yes","1789","1800","82.38","0","0","82.914","0","249.776","normal_operation"
"2026-07-13 08:01:49","110","8","5","14","6","1","7","downstroke","normal","no","downstroke","199.721","cap","38.576","197.953","10.172","0","0.0092","0","yes","1826","1800","85.332","0","0","85.514","0","249.776","normal_operation"
"2026-07-13 08:01:50","111","8","6","14","6","1","7","pressure_hold","normal","no","pressure_hold","225.195","cap","38.58","226.073","7.599","0","0.0127","0.0007","yes","1101","1800","0","0","0","0","0","249.776","normal_operation"
"2026-07-13 08:01:51","112","8","7","14","6","1","7","upstroke","normal","no","upstroke","125.778","rod","38.581","14.699","125.32","0","0","0","yes","1416","1800","0","64.61","66.152","0","0","249.776","normal_operation"
"2026-07-13 08:01:52","113","8","8","14","6","1","7","upstroke","normal","no","upstroke","127.433","rod","38.642","14.053","126.445","0","0","0.002","yes","1459","1800","0","71.074","69.18","0","0","249.776","normal_operation"
"2026-07-13 08:01:53","114","8","9","14","6","1","7","upstroke","normal","no","upstroke","132.785","rod","38.665","14.539","133.781","0","0.0357","0","yes","1479","1800","0","73.841","74.331","0","0","249.776","normal_operation"
"2026-07-13 08:01:54","115","8","10","14","6","1","7","upstroke","normal","no","upstroke","131.037","rod","38.725","12.415","129.927","0","0.0233","0","yes","1526","1800","0","76.049","74.677","0","0","249.776","normal_operation"
"2026-07-13 08:01:55","116","8","11","14","6","1","7","upstroke","normal","no","upstroke","135.44","rod","38.696","11.611","134.467","0","0.0106","0","yes","1568","1800","0","78.5","78.47","0","0","249.776","normal_operation"
"2026-07-13 08:01:56","117","8","12","14","6","1","7","upstroke","normal","no","upstroke","138.833","rod","38.757","11.877","138.738","0","0.0507","0","yes","1592","1800","0","82.772","80.191","0","0","249.776","normal_operation"
"2026-07-13 08:01:57","118","8","13","14","6","1","7","upstroke","normal","no","upstroke","139.71","rod","38.749","11.401","140.435","0","0","0","yes","1628","1800","0","85.574","86.946","0","0","249.776","normal_operation"
"2026-07-13 08:01:58","119","9","0","14","6","2","6","downstroke","normal","no","downstroke","171.972","cap","38.663","172.793","8.338","0","0","0.0014","yes","1608","1800","66.898","0","0","67.391","0","250.342","normal_operation"
"2026-07-13 08:01:59","120","9","1","14","6","2","6","downstroke","normal","no","downstroke","176.92","cap","38.658","176.713","8.392","0","0.0335","0","yes","1660","1800","70.381","0","0","71.117","0","250.342","normal_operation"
"2026-07-13 08:02:00","121","9","2","14","6","2","6","downstroke","normal","no","downstroke","183.729","cap","38.522","184.756","8.871","0","0.0206","0.002","yes","1707","1800","75.959","0","0","73.975","0","250.342","normal_operation"
"2026-07-13 08:02:01","122","9","3","14","6","2","6","downstroke","normal","no","downstroke","190.46","cap","38.649","190.081","9.147","0","0.0079","0","yes","1744","1800","78.767","0","0","79.531","0","250.342","normal_operation"
"2026-07-13 08:02:02","123","9","4","14","6","2","6","downstroke","normal","no","downstroke","193.469","cap","38.727","193.181","9.102","0","0.0029","0","yes","1788","1800","81.689","0","0","80.87","0","250.342","normal_operation"
